Price,Close,High,Low,Open,Volume
Ticker,MELK3.SA,MELK3.SA,MELK3.SA,MELK3.SA,MELK3.SA
Date,,,,,
2024-04-11,4.4279022216796875,4.446012234439608,4.364517392908349,4.446012234439608,153500
2024-04-12,4.3282976150512695,4.509397753012919,4.301132378468629,4.482232516430277,221300
2024-04-15,4.283022403717041,4.373572473523331,4.219637138964242,4.373572473523331,4381800
2024-04-16,4.237746715545654,4.273966739729885,4.138141864927395,4.210581913295855,202000
2024-04-17,4.138142108917236,4.292077004888028,4.120032095757333,4.292077004888028,327700
2024-04-18,4.12003231048584,4.20152715806438,4.056647045234269,4.165307129856852,228600
2024-04-19,4.12003231048584,4.165307129856852,4.092867073441797,4.138142324589603,77300
2024-04-22,4.156252384185791,4.2105824270917545,4.120032355581816,4.120032355581816,55800
2024-04-23,4.210582256317139,4.346407573961584,4.120032188479768,4.165307006510062,760900
2024-04-24,4.29207706451416,4.310187509702429,4.165306970633729,4.210582220050844,151800
2024-04-25,4.029481887817383,4.355462579903678,4.029481887817383,4.292077313399542,1721200
2024-04-26,4.065701961517334,4.0928671993973715,3.9842071114308375,4.029481932195156,99900
2024-04-29,4.083812236785889,4.101922250687913,4.038536986142434,4.083812236785889,261300
2024-04-30,4.078390598297119,4.211175275950849,4.01199803333908,4.211175275950849,191100
2024-05-02,4.173236846923828,4.192206086817294,4.106844281165518,4.106844281165518,74600
2024-05-03,4.306021690368652,4.306021690368652,4.154267765434474,4.154267765434474,132900
2024-05-06,4.144782543182373,4.2775676677223595,4.106844065388756,4.26808282214279,231100
2024-05-07,4.116329193115234,4.173236913706304,4.03096738609745,4.144782827279588,157500
2024-05-08,4.116329193115234,4.15426767350928,4.059421472524165,4.116329193115234,153600
2024-05-09,4.106844425201416,4.135298512170739,4.040452309376945,4.11632927161198,203700
2024-05-10,4.0309672355651855,4.116329039395222,3.9456054317351494,4.1068441935197315,410400
2024-05-13,3.8697285652160645,4.021482484710858,3.7938516054686677,4.021482484710858,600600
2024-05-14,3.974059581756592,4.0025132153213105,3.8033364235812246,3.8697285367404697,231000
2024-05-15,4.040452003479004,4.040452003479004,3.907666877358331,3.9740594404186678,233100
2024-05-16,4.059421539306641,4.068905933430002,3.9645748844988207,3.9930289713936404,419700
2024-05-17,4.059421539306641,4.059421539306641,4.01199821190273,4.059421539306641,81900
2024-05-20,3.983544111251831,4.059421525288538,3.9645748708082458,4.059421525288538,137700
2024-05-21,3.983544111251831,4.002513351695416,3.9361212362740514,3.9645748708082458,81700
2024-05-22,3.8033363819122314,3.974059538217172,3.7748822963969015,3.9076669735229665,720000
2024-05-23,3.7369439601898193,3.8412750080545037,3.6800362392442727,3.8128209214505486,464000
2024-05-24,3.6800360679626465,3.7938515045563754,3.670551222115331,3.7938515045563754,545700
2024-05-27,3.670551300048828,3.7369438656026612,3.6136435805436937,3.680036146097527,412100
2024-05-28,3.7084901332855225,3.755913234502742,3.651582185693675,3.6990055130420787,597300
2024-05-29,3.5851898193359375,3.7464285884969066,3.5851898193359375,3.7179747279622384,1176000
2024-05-31,3.604158878326416,3.6420973571301936,3.5851896389245272,3.623128117728305,293900
2024-06-03,3.699005365371704,3.7938515640197275,3.594674320727704,3.6515820399165175,324600
2024-06-04,3.56622052192688,3.746428528561316,3.56622052192688,3.746428528561316,397800
2024-06-05,3.575705051422119,3.623128150353877,3.556735811849416,3.575705051422119,135500
2024-06-06,3.5851898193359375,3.651582160583497,3.5377667184448236,3.59467443951416,695600
2024-06-07,3.537766695022583,3.5946744157151547,3.528282074907154,3.5946744157151547,385500
2024-06-10,3.4618897438049316,3.5472513250831095,3.442920503520892,3.5377667049410895,201700
2024-06-11,3.4524049758911133,3.4903434548353283,3.4334355102878344,3.461889595627167,69500
