Date,Close,High,Low,Open,Volume
2024-04-16,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-17,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-18,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-19,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-22,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-23,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-24,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-25,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-26,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-29,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-04-30,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-02,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-03,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-06,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-07,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-08,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-09,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-10,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-13,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-14,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-15,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-16,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-17,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-20,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-21,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-22,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-23,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-24,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-27,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-28,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-29,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-05-31,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-03,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-04,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-05,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-06,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-07,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-10,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-11,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-12,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-13,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-14,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-17,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-18,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-19,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-20,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-21,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-24,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-25,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-26,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-27,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-06-28,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-01,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-02,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-03,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-04,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-05,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-08,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-09,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-10,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-11,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-12,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-15,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-16,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-17,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-18,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-19,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-22,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-23,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-24,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-25,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-26,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-29,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-30,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-07-31,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-01,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-02,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-05,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-06,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-07,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-08,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-09,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-12,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-13,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-14,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-15,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-16,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-19,99.470703125,99.470703125,99.470703125,99.470703125,0
2024-08-20,99.470703125,99.470703125,99.470703125,99.470703125,0
