Date,Close,High,Low,Open,Volume
2024-04-16,77.19400787353516,77.28162520151476,77.19400787353516,77.28162520151476,300
2024-04-17,78.33307647705078,78.97563324970086,76.99928911509579,78.97563324970086,1500
2024-04-18,75.55999755859375,80.95999908447266,75.55999755859375,80.87999725341797,2000
2024-04-19,77.9000015258789,77.9000015258789,77.0,77.0,200
2024-04-22,78.12000274658203,78.48999786376953,77.16000366210938,78.0,1200
2024-04-23,76.51000213623047,79.19000244140625,76.51000213623047,79.19000244140625,1800
2024-04-24,75.01000213623047,76.69999694824219,75.01000213623047,76.69999694824219,1200
2024-04-25,77.5,77.5,75.79000091552734,75.79000091552734,1200
2024-04-26,78.9800033569336,78.9800033569336,77.0999984741211,77.66999816894531,800
2024-04-29,79.19000244140625,79.9800033569336,78.0,79.9800033569336,500
2024-04-30,78.08999633789062,79.9800033569336,78.05000305175781,79.29000091552734,1500
2024-05-02,78.04000091552734,78.04000091552734,77.93000030517578,78.02999877929688,600
2024-05-03,76.0,78.94999694824219,76.0,78.04000091552734,1400
2024-05-06,74.58000183105469,79.0,74.58000183105469,78.0,1500
2024-05-07,74.9800033569336,75.98999786376953,73.5,74.12000274658203,700
2024-05-08,74.94999694824219,74.94999694824219,74.94999694824219,74.94999694824219,100
2024-05-09,73.80000305175781,73.80000305175781,73.80000305175781,73.80000305175781,100
2024-05-10,70.0,72.88999938964844,70.0,72.2300033569336,1000
2024-05-13,71.0,71.0,71.0,71.0,100
2024-05-14,71.63999938964844,72.98999786376953,71.63999938964844,72.98999786376953,600
2024-05-15,71.80000305175781,72.16999816894531,71.30000305175781,72.16999816894531,500
2024-05-16,69.80000305175781,70.5999984741211,69.20999908447266,69.20999908447266,1400
2024-05-17,72.48999786376953,72.48999786376953,72.48999786376953,72.48999786376953,100
2024-05-20,71.48999786376953,73.83999633789062,70.11000061035156,70.1500015258789,2500
2024-05-21,72.7300033569336,72.7300033569336,72.7300033569336,72.7300033569336,100
2024-05-22,70.0,71.98999786376953,70.0,71.5,2500
2024-05-23,70.4800033569336,70.4800033569336,70.4800033569336,70.4800033569336,100
2024-05-24,71.93000030517578,71.93000030517578,69.4000015258789,71.29000091552734,1800
2024-05-27,68.98999786376953,70.5,68.9000015258789,69.66000366210938,3600
2024-05-28,70.0,70.48999786376953,68.98999786376953,68.98999786376953,400
2024-05-29,68.62000274658203,70.97000122070312,68.62000274658203,70.97000122070312,1000
2024-05-31,69.0,69.97000122070312,69.0,69.97000122070312,400
2024-06-03,69.0,70.48999786376953,68.19999694824219,69.0,1100
2024-06-04,67.06999969482422,68.9800033569336,66.11000061035156,68.19999694824219,1400
2024-06-05,69.29000091552734,69.29000091552734,67.01000213623047,69.29000091552734,2400
2024-06-06,67.0,68.58999633789062,67.0,68.58999633789062,700
2024-06-07,68.13999938964844,68.48999786376953,67.1500015258789,68.48999786376953,900
2024-06-10,68.93000030517578,68.93000030517578,68.0,68.1500015258789,600
2024-06-11,68.93000030517578,68.93000030517578,68.93000030517578,68.93000030517578,0
2024-06-12,68.4800033569336,68.4800033569336,67.0999984741211,67.0999984741211,200
2024-06-13,67.1500015258789,67.80999755859375,67.1500015258789,67.31999969482422,600
2024-06-14,69.9800033569336,69.9800033569336,67.1500015258789,67.1500015258789,800
2024-06-17,68.5,68.66999816894531,67.41000366210938,67.5999984741211,1700
2024-06-18,66.2300033569336,68.19999694824219,66.2300033569336,67.18000030517578,1200
2024-06-19,63.11000061035156,67.0,63.11000061035156,67.0,900
2024-06-20,65.0,65.0,63.099998474121094,64.88999938964844,1500
2024-06-21,65.41000366210938,66.0,64.01000213623047,66.0,1700
2024-06-24,67.5,68.19999694824219,66.19999694824219,66.19999694824219,400
2024-06-25,66.79000091552734,69.45999908447266,66.68000030517578,67.5,1500
2024-06-26,68.48999786376953,68.48999786376953,67.11000061035156,67.98999786376953,1100
2024-06-27,68.5,69.69000244140625,67.91000366210938,68.97000122070312,1200
2024-06-28,68.5,69.66999816894531,68.5,69.66999816894531,200
2024-07-01,67.98999786376953,69.2699966430664,67.04000091552734,69.2699966430664,800
2024-07-02,68.0,68.87000274658203,67.31999969482422,68.5,1200
2024-07-03,69.56999969482422,69.56999969482422,67.02999877929688,67.20999908447266,2400
2024-07-04,67.7699966430664,70.0,67.7699966430664,70.0,3500
2024-07-05,69.5,69.5,66.87000274658203,68.19999694824219,1700
2024-07-08,69.5,69.5,69.5,69.5,0
2024-07-09,69.25,69.25,66.20999908447266,68.0,6400
2024-07-10,69.86000061035156,69.86000061035156,67.83000183105469,68.30999755859375,4200
2024-07-11,70.0,70.0,68.0,69.05999755859375,6500
2024-07-12,68.0,69.7699966430664,68.0,68.68000030517578,1200
2024-07-15,68.58999633789062,68.69000244140625,68.0,68.01000213623047,2000
2024-07-16,68.27999877929688,68.55000305175781,68.0,68.0,2300
2024-07-17,65.0,68.79000091552734,65.0,68.27999877929688,9300
2024-07-18,64.9000015258789,65.98999786376953,64.0,65.98999786376953,3200
2024-07-19,64.88999938964844,66.48999786376953,64.80000305175781,66.48999786376953,2100
2024-07-22,64.31999969482422,65.0,64.31999969482422,65.0,1600
2024-07-23,63.5,65.41000366210938,63.5,64.31999969482422,3700
2024-07-24,61.880001068115234,63.470001220703125,61.880001068115234,62.9900016784668,1700
2024-07-25,61.0099983215332,62.79999923706055,61.0099983215332,61.880001068115234,3200
2024-07-26,60.56999969482422,61.9900016784668,60.56999969482422,61.0099983215332,3700
2024-07-29,60.93000030517578,62.0,60.5,61.0,4700
2024-07-30,61.0,61.47999954223633,61.0,61.47999954223633,400
2024-07-31,59.9900016784668,62.880001068115234,59.9900016784668,61.290000915527344,4300
2024-08-01,59.72999954223633,60.5,59.72999954223633,60.5,600
2024-08-02,60.900001525878906,60.9900016784668,59.0,60.9900016784668,3300
2024-08-05,59.70000076293945,59.70000076293945,59.70000076293945,59.70000076293945,300
2024-08-06,59.9900016784668,60.91999816894531,59.02000045776367,59.189998626708984,4100
2024-08-07,60.04999923706055,60.779998779296875,59.70000076293945,59.790000915527344,4000
2024-08-08,60.5,60.900001525878906,60.11000061035156,60.5,2500
2024-08-09,61.9900016784668,61.9900016784668,60.5,60.5,1200
2024-08-12,62.0,63.779998779296875,61.099998474121094,61.20000076293945,1300
2024-08-13,62.29999923706055,63.689998626708984,62.0,63.0,3600
2024-08-14,63.290000915527344,63.599998474121094,63.0,63.0,1300
2024-08-15,65.0,65.0,63.29999923706055,63.79999923706055,3000
2024-08-16,65.0,65.12000274658203,64.0,65.0,3600
2024-08-19,64.0,65.98999786376953,64.0,65.98999786376953,2500
2024-08-20,64.94999694824219,65.0,63.689998626708984,64.98999786376953,800
2024-08-21,64.98999786376953,65.79000091552734,64.98999786376953,65.51000213623047,3100
2024-08-22,63.63999938964844,65.77999877929688,63.63999938964844,64.9800033569336,2400
2024-08-23,64.33999633789062,64.48999786376953,63.619998931884766,63.7599983215332,1100
2024-08-26,64.88999938964844,65.91000366210938,64.87999725341797,64.87999725341797,800
2024-08-27,63.70000076293945,65.08999633789062,63.70000076293945,64.9000015258789,4600
2024-08-28,65.0,65.98999786376953,63.70000076293945,63.70000076293945,1500
2024-08-29,64.93000030517578,65.69999694824219,64.0999984741211,65.0,1500
2024-08-30,64.9000015258789,65.70999908447266,64.5,64.93000030517578,3000
2024-09-02,64.9800033569336,66.95999908447266,64.5,64.9000015258789,1000
2024-09-03,63.810001373291016,66.48999786376953,63.810001373291016,64.04000091552734,2000
2024-09-04,64.5,64.69999694824219,64.11000061035156,64.69999694824219,700
2024-09-05,64.5,64.55999755859375,63.5,63.869998931884766,3000
2024-09-06,64.5,64.5,64.48999786376953,64.48999786376953,300
2024-09-09,64.66000366210938,64.66000366210938,64.55999755859375,64.55999755859375,400
2024-09-10,64.69000244140625,64.69999694824219,64.6500015258789,64.6500015258789,1500
2024-09-11,65.87999725341797,69.18000030517578,64.0,64.69999694824219,4900
2024-09-12,64.5199966430664,65.86000061035156,64.5199966430664,65.86000061035156,400
2024-09-13,65.72000122070312,65.83999633789062,63.5,64.5199966430664,2500
2024-09-16,62.9900016784668,64.37000274658203,62.9900016784668,64.0199966430664,3500
2024-09-17,62.9900016784668,63.11000061035156,62.4900016784668,62.560001373291016,3200
2024-09-18,61.79999923706055,65.52999877929688,61.79999923706055,62.9900016784668,1800
2024-09-19,62.400001525878906,65.88999938964844,62.15999984741211,62.16999816894531,5100
2024-09-20,61.20000076293945,63.0,61.20000076293945,63.0,1700
2024-09-23,60.06999969482422,62.459999084472656,60.06999969482422,61.349998474121094,2400
2024-09-24,60.43000030517578,63.939998626708984,60.130001068115234,62.0,4800
2024-09-25,61.0099983215332,61.0099983215332,61.0099983215332,61.0099983215332,300
2024-09-26,60.439998626708984,62.790000915527344,60.439998626708984,61.0,5300
2024-09-27,62.0,62.0,60.45000076293945,60.470001220703125,2500
2024-09-30,62.0,63.43000030517578,62.0,63.43000030517578,2700
2024-10-01,62.0,62.36000061035156,62.0,62.36000061035156,300
2024-10-02,61.97999954223633,62.54999923706055,61.5,62.540000915527344,6200
2024-10-03,62.0,62.0,62.0,62.0,200
2024-10-04,62.0,62.4900016784668,61.5,61.900001525878906,600
2024-10-07,61.34000015258789,62.349998474121094,61.130001068115234,62.0,1200
2024-10-08,61.4900016784668,61.5,61.4900016784668,61.5,2700
2024-10-09,62.0,62.0,61.79999923706055,61.79999923706055,300
2024-10-10,62.0,63.47999954223633,61.2599983215332,61.2599983215332,1500
2024-10-11,61.209999084472656,62.33000183105469,61.209999084472656,62.33000183105469,200
2024-10-14,61.5,61.5,61.349998474121094,61.349998474121094,400
2024-10-15,61.5,61.5,61.5,61.5,0
2024-10-16,62.900001525878906,62.9900016784668,61.5099983215332,61.70000076293945,900
2024-10-17,62.959999084472656,62.959999084472656,62.02000045776367,62.29999923706055,1400
2024-10-18,61.560001373291016,62.36000061035156,61.560001373291016,62.0,1100
2024-10-21,61.97999954223633,62.88999938964844,61.529998779296875,62.88999938964844,1700
2024-10-22,61.0099983215332,61.97999954223633,61.0099983215332,61.97999954223633,300
2024-10-23,60.77000045776367,61.20000076293945,60.0,61.099998474121094,1900
2024-10-24,61.79999923706055,61.900001525878906,60.15999984741211,60.15999984741211,1500
2024-10-25,61.5,61.900001525878906,61.5,61.900001525878906,2000
2024-10-28,61.400001525878906,61.79999923706055,61.400001525878906,61.79999923706055,300
2024-10-29,59.709999084472656,62.0,59.709999084472656,61.5,2600
2024-10-30,59.70000076293945,61.47999954223633,59.70000076293945,60.18000030517578,2200
2024-10-31,59.81999969482422,60.18000030517578,59.81999969482422,60.18000030517578,1100
