Price,Close,High,Low,Open,Volume
Ticker,TFCO4.SA,TFCO4.SA,TFCO4.SA,TFCO4.SA,TFCO4.SA
Date,,,,,
2024-04-11,11.703997611999512,11.791997741278518,11.303108963045236,11.537775352801688,128200
2024-04-12,11.371551513671875,11.674661991873624,11.34221845214811,11.655106928351518,488700
2024-04-15,11.244440078735352,11.420440308796495,11.117328905077992,11.420440308796495,229000
2024-04-16,11.097773551940918,11.12710661202403,11.029328501772104,11.048884496814956,77800
2024-04-17,10.951106071472168,11.10755029738902,10.853328896514705,11.087995235389982,218500
2024-04-18,10.921773910522461,10.990218031870162,10.755551673694145,10.931551908566766,149700
2024-04-19,11.185772895812988,11.215106888806357,10.90221749091203,10.90221749091203,76700
2024-04-22,11.283552169799805,11.32266323200523,11.16621898318353,11.21510804406063,63700
2024-04-23,11.097773551940918,11.17599566714999,10.980439446646141,11.107550616981177,55700
2024-04-24,11.136886596679688,11.244441791162746,11.12710859741359,11.234663791896649,32600
2024-04-25,10.960886001586914,11.156441318467774,10.960886001586914,11.156441318467774,162000
2024-04-26,11.127107620239258,11.195551744128553,10.90221831927532,11.136885618646657,182500
2024-04-29,10.90221881866455,11.244441318749443,10.90221881866455,11.175997191724983,43100
2024-04-30,10.999996185302734,10.999996185302734,10.696884769015984,10.75555182562934,159900
2024-05-02,11.078217506408691,11.097773501362415,10.980439396602394,10.999995391556117,111300
2024-05-03,11.486973762512207,11.73242192383217,10.93717040548933,11.094257078924437,440800
2024-05-06,11.486973762512207,11.938598416793358,11.408430425794654,11.486973762512207,114000
2024-05-07,11.585153579711914,11.59497173103019,11.32988726329936,11.467338572823914,169000
2024-05-08,11.467338562011719,11.496792079628337,11.339705403925784,11.339705403925784,43000
2024-05-09,11.398612022399902,11.477155357379457,11.182618319361334,11.359340354910126,38000
2024-05-10,11.388795852661133,11.49679271408893,11.290616206773686,11.477156410387241,220300
2024-05-13,11.624425888061523,11.624425888061523,11.359341405750053,11.37897770946668,94800
2024-05-14,11.683332443237305,11.781512085137635,11.42806705965527,11.73242226418747,138200
2024-05-15,11.663697242736816,11.683332609610218,11.545882232564987,11.5949720542142,372400
2024-05-16,11.830601692199707,11.830601692199707,11.545881859408812,11.761875569587808,95900
2024-05-17,11.879692077636719,11.879692077636719,11.545882408896606,11.72260445869806,216400
2024-05-20,11.850237846374512,11.977871012499726,11.594972450434586,11.732422832176738,395500
2024-05-21,11.840420722961426,11.840420722961426,11.594972540727081,11.78151274724856,82100
2024-05-22,12.272408485412598,12.272408485412598,11.486974155084098,11.693150655091449,430900
2024-05-23,11.791330337524414,12.076050177900045,11.66369717648562,12.076050177900045,246300
2024-05-24,11.536064147949219,11.74224065102456,11.536064147949219,11.74224065102456,148900
2024-05-27,11.477156639099121,11.585154438989546,11.418249599441175,11.545882767114078,129600
2024-05-28,11.290616035461426,11.594972184046128,11.290616035461426,11.594972184046128,121200
2024-05-29,11.202254295349121,11.45752061609705,11.192436143864095,11.251344116463795,93700
2024-05-31,10.89789867401123,11.182618502040908,10.701539397044206,11.182618502040908,303800
2024-06-03,10.986259460449219,11.359340783845061,10.750629446613038,10.82917278455843,185500
2024-06-04,10.946988105773926,11.045167749179711,10.819355880181064,11.015714230682164,95200
2024-06-05,11.192436218261719,11.320069379484076,10.80953767090511,10.946988047367292,250900
2024-06-06,11.536064147949219,11.60478933687084,11.113892990149596,11.113892990149596,78500
2024-06-07,11.418249130249023,11.56551765965293,11.290615967820749,11.418249130249023,105600
2024-06-10,11.378976821899414,11.644060347223709,11.349523304932365,11.496791826078036,91000
2024-06-11,11.683332443237305,11.683332443237305,11.398612605298897,11.398612605298897,108900
2024-06-12,11.575335502624512,11.76187569731582,11.447702343599742,11.69315051026804,93600
2024-06-13,11.437884330749512,11.673515285200887,11.36915914286936,11.673515285200887,79400
2024-06-14,11.437884330749512,11.585153794320428,11.408430812559512,11.516427670129817,69700
2024-06-17,11.202254295349121,11.388795428322783,11.202254295349121,11.359340973867704,55500
2024-06-18,10.809536933898926,11.300433242217927,10.809536933898926,11.300433242217927,211500
2024-06-19,10.652450561523438,10.799719083593725,10.534634620294693,10.799719083593725,102400
2024-06-20,9.827744483947754,10.907715818780542,9.798290030805552,10.848808785116974,1325000
2024-06-21,10.112464904785156,10.210643612101038,9.768837088403387,9.955378224031367,259800
2024-06-24,10.073192596435547,10.240097418240241,9.925923140325892,10.210642965232063,236000
2024-06-25,10.308823585510254,10.357913408893832,10.073193556841684,10.14191874779239,867200
2024-06-26,10.35791301727295,10.35791301727295,10.043738721282923,10.14191836433802,71200
2024-06-27,10.799718856811523,10.799718856811523,10.269550877656828,10.289186243242346,164600
2024-06-28,10.557292938232422,10.73472673318512,10.448861696914928,10.73472673318512,300800
2024-07-01,10.52772045135498,10.665723671904027,10.409431573708753,10.498147526886097,173300
2024-07-02,10.498148918151855,10.655868382658344,10.429147298732902,10.655868382658344,77900
2024-07-03,10.931875228881836,10.931875228881836,10.498148369298628,10.606580554232686,168700
2024-07-04,11.148737907409668,11.188167533798744,10.85301523945337,10.85301523945337,139300
2024-07-05,11.237454414367676,11.237454414367676,10.843158131086053,11.109308827358518,136100
2024-07-08,10.853015899658203,11.158595287743276,10.853015899658203,11.119165658955637,751300
2024-07-09,11.138880729675293,11.138880729675293,10.823442765349727,10.872730035407766,78200
2024-07-10,11.040306091308594,11.286741499329215,10.922017208267873,11.119165346669075,263400
2024-07-11,11.050163269042969,11.434602827832803,11.020591284544192,11.316313009684825,143700
2024-07-12,11.089592933654785,11.148737842934578,11.01073368133269,11.129022559815834,94000
2024-07-15,11.316313743591309,11.316313743591309,11.010734357107607,11.020591999271984,67800
2024-07-16,11.237454414367676,11.336028955226327,11.138880813585516,11.237454414367676,85900
2024-07-17,11.336029052734375,11.336029052734375,11.069878354172587,11.237454511027824,166700
2024-07-18,10.941732406616211,11.26702706745453,10.922017122891964,11.26702706745453,103100
2024-07-19,11.06002140045166,11.109308670183669,10.853015619638409,11.06002140045166,396200
2024-07-22,11.276884078979492,11.276884078979492,11.089593578837233,11.267027376923107,447000
2024-07-23,10.991018295288086,11.138880097064689,10.93187432663859,11.138880097064689,116700
2024-07-24,10.941732406616211,11.000876377636013,10.862873151872162,11.000876377636013,34700
2024-07-25,10.833300590515137,10.892445503599935,10.655867731413743,10.872730219212835,162300
2024-07-26,11.217740058898926,11.217740058898926,10.77415650563651,10.813586133924803,99900
2024-07-29,11.02059268951416,11.129023939884084,10.931875784631243,11.109309594397079,118000
2024-07-30,10.823442459106445,10.902302653013896,10.675581593192451,10.853015384350412,143600
2024-07-31,10.892444610595703,10.951588578755151,10.843157343745212,10.951588578755151,95400
2024-08-01,11.286742210388184,11.286742210388184,10.931875538909601,10.981162811634094,81500
2024-08-02,11.286742210388184,11.434604028561663,11.040306786842256,11.316314197992265,85500
2024-08-05,11.217740058898926,11.217740058898926,10.813586133924803,11.099451174034048,87700
2024-08-06,10.95158863067627,11.227596950316991,10.95158863067627,11.217739308884873,151900
2024-08-07,11.336029052734375,11.336029052734375,11.020592023395812,11.089593638544498,115800
2024-08-08,11.483890533447266,11.503605818863372,11.336029653132677,11.336029653132677,53100
2024-08-09,11.868329048156738,11.878186689959275,11.454317493214814,11.631751285354628,210800
2024-08-12,12.026047706604004,12.026047706604004,11.76975465700196,11.85847155417778,166800
2024-08-13,12.203481674194336,12.400629815119025,11.464175440669388,12.026047877323872,292500
2024-08-14,12.075334548950195,12.262625038524767,11.996475296489697,12.13447945833379,349700
2024-08-15,12.223196029663086,12.489346725217324,11.87818701774182,11.917616645963578,153100
2024-08-16,12.213339805603027,12.489347213956187,12.154194890917658,12.489347213956187,55200
2024-08-19,12.183765411376953,12.223195036394623,12.045762193853315,12.134479085162177,661000
2024-08-20,12.371057510375977,12.371057510375977,12.124622105548076,12.193623718075418,94000
2024-08-21,12.124622344970703,12.302055200698529,12.065477433010438,12.302055200698529,97600
2024-08-22,11.89790153503418,12.124622605667458,11.82889991966064,12.124622605667458,111300
2024-08-23,12.124622344970703,12.124622344970703,11.897901279212252,11.897901279212252,247800
2024-08-26,11.828899383544922,12.272482922412564,11.690895218976038,12.124622056148837,616900
2024-08-27,11.976759910583496,12.016189536475466,11.602178934648014,11.819041407015623,209900
2024-08-28,11.828899383544922,11.966903548113805,11.552891994483616,11.77961211476486,179600
2024-08-29,11.543034553527832,11.730325050058632,11.395173684691752,11.730325050058632,115600
2024-08-30,11.75989818572998,11.75989818572998,11.336028975390887,11.533177117382387,43600
2024-09-02,11.385316848754883,11.58246500118528,11.345887218268803,11.58246500118528,84100
2024-09-03,11.53317642211914,11.552891705168026,11.336028292012472,11.355743575061357,119500
2024-09-04,11.710610389709473,11.88804417957788,11.474032629935895,11.483889331535789,178700
2024-09-05,11.641609191894531,11.759898075985548,11.572606637784073,11.750040433958842,40100
2024-09-06,11.336029052734375,11.572606824738298,11.247312153213779,11.483889925217701,121800
2024-09-09,11.336029052734375,11.414888310069015,11.257169795399735,11.257169795399735,116200
2024-09-10,11.53317642211914,11.56274840661603,11.227597055472915,11.326170650488029,95500
2024-09-11,11.582464218139648,11.592321860113868,11.355744093191499,11.454317692704246,100800
2024-09-12,11.326170921325684,11.582463966631192,11.286741294361487,11.582463966631192,136400
2024-09-13,11.434603691101074,11.533177293564398,11.336029148561243,11.336029148561243,259800
2024-09-16,11.424745559692383,11.464175187004873,11.326171021372925,11.464175187004873,188900
2024-09-17,11.385316848754883,11.434604121881618,11.079736507430358,11.316314290346835,170300
2024-09-18,11.306456565856934,11.424745446623719,11.306456565856934,11.385315819701457,88000
2024-09-19,11.138880729675293,11.2571696137687,11.060021473613023,11.2571696137687,138600
2024-09-20,11.237454414367676,11.237454414367676,10.7445835902274,11.109308827358518,205900
2024-09-23,10.892444610595703,11.050163112456133,10.843157343745212,11.050163112456133,173100
2024-09-24,10.961446762084961,11.079735644328599,10.892445149128623,11.040306016914052,99300
2024-09-25,10.54743480682373,10.941732006190676,10.54743480682373,10.941732006190676,175700
2024-09-26,10.616437911987305,10.705153869905931,10.508005729959287,10.685439525949509,82300
2024-09-27,10.541403770446777,10.78885457204365,10.49191436528732,10.640384468665484,208100
2024-09-30,10.363239288330078,10.580995302600735,10.303850683742724,10.452321723236185,163500
2024-10-01,10.571097373962402,10.69977188979694,10.363238685914272,10.511708772827312,158500
2024-10-02,10.630485534667969,10.808650402562352,10.541403100720778,10.699772396599027,131200
2024-10-03,10.402831077575684,10.491913509919975,10.353340732501096,10.402831077575684,135800
2024-10-04,10.452322006225586,10.452322006225586,10.313749221069894,10.41272991674537,283700
2024-10-07,10.323646545410156,10.49191314646486,10.284054459511978,10.49191314646486,183900
2024-10-08,10.343442916870117,10.472117441984848,10.244463166439457,10.392933264060376,95400
2024-10-09,10.224666595458984,10.35334111988754,10.145482417956774,10.26425868421009,260900
2024-10-10,10.095992088317871,10.18507452414786,9.967317563668985,10.18507452414786,237400
2024-10-11,10.28405475616455,10.28405475616455,9.799050509984262,10.02670571842804,390000
2024-10-14,10.095992088317871,10.274156959977846,10.03660442706445,10.244463129351136,307500
2024-10-15,10.066298484802246,10.194973012354227,9.99701256379344,10.194973012354227,92000
2024-10-16,10.392932891845703,10.392932891845703,10.00690933032664,10.066297933617967,157100
