Price,Close,High,Low,Open,Volume
Ticker,MEAL3.SA,MEAL3.SA,MEAL3.SA,MEAL3.SA,MEAL3.SA
Date,,,,,
2024-04-11,1.659999966621399,1.6799999475479126,1.6399999856948853,1.6699999570846558,295400
2024-04-12,1.6200000047683716,1.649999976158142,1.6100000143051147,1.649999976158142,1167000
2024-04-15,1.5399999618530273,1.6399999856948853,1.5299999713897705,1.6399999856948853,2193700
2024-04-16,1.4900000095367432,1.5499999523162842,1.4700000286102295,1.5399999618530273,1983200
2024-04-17,1.4800000190734863,1.5299999713897705,1.4700000286102295,1.4900000095367432,660500
2024-04-18,1.5099999904632568,1.5399999618530273,1.4700000286102295,1.4900000095367432,732700
2024-04-19,1.5199999809265137,1.5399999618530273,1.4900000095367432,1.4900000095367432,295000
2024-04-22,1.559999942779541,1.5700000524520874,1.5099999904632568,1.5199999809265137,917600
2024-04-23,1.5299999713897705,1.5499999523162842,1.5099999904632568,1.5399999618530273,441800
2024-04-24,1.5499999523162842,1.5499999523162842,1.5,1.5299999713897705,594800
2024-04-25,1.5199999809265137,1.5499999523162842,1.5099999904632568,1.5499999523162842,476100
2024-04-26,1.5700000524520874,1.5800000429153442,1.5199999809265137,1.5199999809265137,710200
2024-04-29,1.6299999952316284,1.6299999952316284,1.5700000524520874,1.5700000524520874,458000
2024-04-30,1.590000033378601,1.6399999856948853,1.5800000429153442,1.6100000143051147,359800
2024-05-02,1.5700000524520874,1.6299999952316284,1.5499999523162842,1.6299999952316284,594100
2024-05-03,1.5800000429153442,1.6200000047683716,1.5700000524520874,1.5700000524520874,575700
2024-05-06,1.5700000524520874,1.6200000047683716,1.559999942779541,1.590000033378601,1176500
2024-05-07,1.559999942779541,1.590000033378601,1.5299999713897705,1.5800000429153442,273100
2024-05-08,1.5399999618530273,1.559999942779541,1.5199999809265137,1.559999942779541,671400
2024-05-09,1.5,1.5399999618530273,1.4800000190734863,1.5399999618530273,1286200
2024-05-10,1.5099999904632568,1.5199999809265137,1.4800000190734863,1.5099999904632568,633100
2024-05-13,1.5,1.5099999904632568,1.4900000095367432,1.5099999904632568,268300
2024-05-14,1.4900000095367432,1.5299999713897705,1.4900000095367432,1.5,523200
2024-05-15,1.5199999809265137,1.5299999713897705,1.4900000095367432,1.4900000095367432,506900
2024-05-16,1.4299999475479126,1.4900000095367432,1.3799999952316284,1.4800000190734863,3222400
2024-05-17,1.399999976158142,1.4199999570846558,1.3799999952316284,1.4199999570846558,803400
2024-05-20,1.409999966621399,1.4299999475479126,1.3899999856948853,1.399999976158142,703200
2024-05-21,1.409999966621399,1.4199999570846558,1.3899999856948853,1.399999976158142,525300
2024-05-22,1.3899999856948853,1.409999966621399,1.3899999856948853,1.399999976158142,354600
2024-05-23,1.409999966621399,1.409999966621399,1.3600000143051147,1.399999976158142,824800
2024-05-24,1.3799999952316284,1.409999966621399,1.3799999952316284,1.409999966621399,325600
2024-05-27,1.3700000047683716,1.4299999475479126,1.340000033378601,1.3899999856948853,1366300
2024-05-28,1.3300000429153442,1.3899999856948853,1.3200000524520874,1.3700000047683716,836900
2024-05-29,1.3300000429153442,1.340000033378601,1.309999942779541,1.340000033378601,638000
2024-05-31,1.309999942779541,1.350000023841858,1.309999942779541,1.3200000524520874,575300
2024-06-03,1.309999942779541,1.340000033378601,1.309999942779541,1.3200000524520874,1456100
2024-06-04,1.2599999904632568,1.3200000524520874,1.2400000095367432,1.2999999523162842,2630900
2024-06-05,1.2799999713897705,1.2899999618530273,1.25,1.2799999713897705,1444900
2024-06-06,1.2899999618530273,1.3200000524520874,1.2699999809265137,1.2799999713897705,1139700
2024-06-07,1.2799999713897705,1.309999942779541,1.2699999809265137,1.2999999523162842,391600
2024-06-10,1.2400000095367432,1.2799999713897705,1.2400000095367432,1.2699999809265137,881100
2024-06-11,1.2599999904632568,1.2799999713897705,1.2400000095367432,1.25,348700
2024-06-12,1.2200000286102295,1.2899999618530273,1.2100000381469727,1.2699999809265137,1046400
2024-06-13,1.2200000286102295,1.2300000190734863,1.2100000381469727,1.2300000190734863,895200
2024-06-14,1.25,1.2599999904632568,1.2200000286102295,1.2200000286102295,586900
2024-06-17,1.2200000286102295,1.2599999904632568,1.2100000381469727,1.25,412200
2024-06-18,1.2300000190734863,1.2400000095367432,1.2100000381469727,1.2400000095367432,558000
2024-06-19,1.2400000095367432,1.2400000095367432,1.2100000381469727,1.2200000286102295,389700
2024-06-20,1.2300000190734863,1.25,1.2200000286102295,1.2400000095367432,382000
2024-06-21,1.2400000095367432,1.2400000095367432,1.2100000381469727,1.2200000286102295,384200
2024-06-24,1.2400000095367432,1.2699999809265137,1.2200000286102295,1.2200000286102295,404200
2024-06-25,1.2400000095367432,1.2699999809265137,1.2400000095367432,1.25,356500
2024-06-26,1.2300000190734863,1.25,1.2200000286102295,1.2400000095367432,219500
2024-06-27,1.2699999809265137,1.2699999809265137,1.2200000286102295,1.2300000190734863,388800
2024-06-28,1.25,1.2799999713897705,1.2400000095367432,1.2599999904632568,263100
2024-07-01,1.2799999713897705,1.2999999523162842,1.25,1.2599999904632568,780600
2024-07-02,1.2799999713897705,1.2899999618530273,1.2300000190734863,1.2799999713897705,607700
2024-07-03,1.309999942779541,1.3300000429153442,1.2699999809265137,1.2699999809265137,848400
