Date,Close,High,Low,Open,Volume
2024-04-16,22.62302017211914,22.76926986001975,22.312239149471893,22.577317798437875,386900
2024-04-17,22.485910415649414,23.00692512605647,22.202551874511737,23.00692512605647,228600
2024-04-18,22.44020652770996,22.6321603270559,22.21169117918569,22.30309766728215,185600
2024-04-19,22.39450454711914,22.613879076327848,22.284816410797898,22.39450454711914,148200
2024-04-22,22.39450454711914,22.613879076327848,22.175130017910437,22.385363723806222,156800
2024-04-23,21.98317527770996,22.229972266332492,21.846066420730903,22.120285878122726,297100
2024-04-24,21.919189453125,22.165986421395523,21.79122142962187,21.919189453125,289700
2024-04-25,22.083724975585938,22.257397143046333,21.443881249216417,21.75466228848917,342900
2024-04-26,22.4493465423584,22.62301868914356,22.08372234657413,22.08372234657413,107400
2024-04-29,22.184268951416016,22.586454682320827,22.10200329204148,22.440205008640238,208600
2024-04-30,22.138566970825195,22.467629640014106,22.001458106474416,22.156848617654312,293100
2024-05-02,22.476768493652344,22.56817497635362,21.690675183228453,22.275675626456447,1024500
2024-05-03,23.87528419494629,23.902704920758,22.851534674421366,22.906377869478533,273700
2024-05-06,24.09465789794922,24.314032414139763,23.582782283404278,23.582782283404278,201700
2024-05-07,24.012393951416016,24.661376723567574,23.3359887089945,24.661376723567574,319900
2024-05-08,23.984970092773438,24.158642240895897,23.646768362856424,23.646768362856424,126600
2024-05-09,23.63762855529785,23.79301906430658,23.281143420846195,23.79301906430658,180000
2024-05-10,23.418254852294922,24.1312216594654,23.125753727105625,23.601066094175167,213000
2024-05-13,23.491378784179688,23.491378784179688,23.162316120784762,23.399972295077344,121600
2024-05-14,23.308565139770508,23.67418934229585,23.144033812775675,23.49137811275004,226600
2024-05-15,23.537078857421875,23.7838758308558,23.30856352870904,23.30856352870904,516400
2024-05-16,23.838722229003906,23.875285523365555,23.38169151008632,23.747315736533622,134800
2024-05-17,23.52794075012207,23.920987439814045,23.409113532589842,23.857003419340245,111100
2024-05-20,23.144033432006836,23.774736260632714,23.07090859270483,23.43653278921487,242700
2024-05-21,23.18059730529785,23.482237492920188,22.778409807323488,23.34512863371617,193600
2024-05-22,22.66872215270996,23.253722637601918,22.623019779821206,23.043487189385832,241100
2024-05-23,22.61387825012207,22.732707205414776,22.16598838475555,22.668721444562088,209600
2024-05-24,22.367082595825195,22.869817429090382,22.229973729819715,22.869817429090382,312400
2024-05-27,22.71442413330078,22.71442413330078,22.24825265124556,22.385361500453897,71800
2024-05-28,22.41278648376465,22.961223685600036,22.37622319003985,22.69614503639664,120900
2024-05-29,22.26653480529785,22.31223717493465,22.09286266249744,22.293955529706473,78700
2024-05-31,22.083724975585938,22.303099519172488,21.846068784175372,22.211693023486283,240700
2024-06-03,21.626691818237305,22.028879308148245,21.370754007669667,22.028879308148245,396600
2024-06-04,21.791223526000977,21.818645995147012,21.480442516080853,21.626692197992238,170000
2024-06-05,21.82778549194336,21.955755273636928,21.544426945753607,21.791223942483597,270900
2024-06-06,21.791223526000977,22.047161341062765,21.727239508093962,22.028879694965408,113000
2024-06-07,21.398178100585938,21.772943150279318,21.27935088088743,21.699818305057043,172400
2024-06-10,21.20622444152832,21.398176492019473,21.01427064760346,21.398176492019473,171100
2024-06-11,21.55356788635254,21.599270259284562,21.078255536750877,21.078255536750877,120100
2024-06-12,21.416458129882812,21.836925522288983,21.25192680470346,21.836925522288983,181000
