Date,Close,High,Low,Open,Volume
2024-04-16,6.0,6.070000171661377,5.900000095367432,5.909999847412109,1546600
2024-04-17,5.989999771118164,6.150000095367432,5.860000133514404,6.059999942779541,1793500
2024-04-18,5.820000171661377,6.039999961853027,5.800000190734863,6.010000228881836,1491700
2024-04-19,5.769999980926514,5.860000133514404,5.699999809265137,5.840000152587891,1297500
2024-04-22,5.760000228881836,5.820000171661377,5.650000095367432,5.809999942779541,795400
2024-04-23,5.610000133514404,5.75,5.610000133514404,5.75,852400
2024-04-24,5.300000190734863,5.670000076293945,5.28000020980835,5.659999847412109,1509100
2024-04-25,5.260000228881836,5.409999847412109,5.119999885559082,5.260000228881836,1260500
2024-04-26,5.53000020980835,5.610000133514404,5.320000171661377,5.320000171661377,1397100
2024-04-29,5.460000038146973,5.599999904632568,5.449999809265137,5.599999904632568,1037800
2024-04-30,5.21999979019165,5.429999828338623,5.159999847412109,5.400000095367432,1365200
2024-05-02,5.260000228881836,5.380000114440918,5.199999809265137,5.369999885559082,1078000
2024-05-03,5.309999942779541,5.409999847412109,5.260000228881836,5.340000152587891,2903100
2024-05-06,5.389999866485596,5.639999866485596,5.340000152587891,5.340000152587891,2085400
2024-05-07,5.179999828338623,5.489999771118164,5.179999828338623,5.489999771118164,1826900
2024-05-08,5.130000114440918,5.289999961853027,5.059999942779541,5.179999828338623,1639600
2024-05-09,5.010000228881836,5.099999904632568,4.909999847412109,5.099999904632568,1735500
2024-05-10,4.849999904632568,5.039999961853027,4.789999961853027,5.0,1390000
2024-05-13,4.869999885559082,4.920000076293945,4.789999961853027,4.889999866485596,1073900
2024-05-14,4.800000190734863,5.019999980926514,4.769999980926514,4.860000133514404,1298500
2024-05-15,4.78000020980835,4.869999885559082,4.730000019073486,4.840000152587891,1583300
2024-05-16,5.949999809265137,6.190000057220459,4.929999828338623,5.050000190734863,11210400
2024-05-17,5.400000095367432,6.039999961853027,5.21999979019165,6.0,8434800
2024-05-20,5.199999809265137,5.559999942779541,5.199999809265137,5.449999809265137,4653700
2024-05-21,5.099999904632568,5.239999771118164,5.059999942779541,5.199999809265137,2614500
2024-05-22,4.860000133514404,5.110000133514404,4.860000133514404,5.079999923706055,2318300
2024-05-23,4.96999979019165,4.96999979019165,4.809999942779541,4.929999828338623,1621900
2024-05-24,4.800000190734863,5.0,4.78000020980835,5.0,1824800
2024-05-27,4.550000190734863,4.849999904632568,4.550000190734863,4.829999923706055,2993900
2024-05-28,4.269999980926514,4.670000076293945,4.25,4.599999904632568,3319600
2024-05-29,4.139999866485596,4.360000133514404,4.090000152587891,4.300000190734863,2240900
2024-05-31,4.139999866485596,4.179999828338623,4.050000190734863,4.119999885559082,1008800
2024-06-03,4.190000057220459,4.340000152587891,4.050000190734863,4.150000095367432,1926500
2024-06-04,4.019999980926514,4.210000038146973,3.950000047683716,4.190000057220459,2129100
